Entity	Date	CumulativeTesting	Daily.change.in.cumulative.total
Gambia - samples tested	2021-01-31	39260	1040
Gambia - samples tested	2021-02-01	NA	NA
Gambia - samples tested	2021-02-02	39776	516
Gambia - samples tested	2021-02-03	NA	NA
Gambia - samples tested	2021-02-04	40589	813
Gambia - samples tested	2021-02-05	NA	NA
Gambia - samples tested	2021-02-06	NA	NA
Gambia - samples tested	2021-02-07	41459	870
Gambia - samples tested	2021-02-08	NA	NA
Gambia - samples tested	2021-02-09	NA	NA
Gambia - samples tested	2021-02-10	NA	NA
Gambia - samples tested	2021-02-11	42618	1159
Gambia - samples tested	2021-02-12	NA	NA
Gambia - samples tested	2021-02-13	NA	NA
Gambia - samples tested	2021-02-14	NA	NA
Gambia - samples tested	2021-02-15	43270	652
Gambia - samples tested	2021-02-16	43639	369
Gambia - samples tested	2021-02-17	43930	291
Gambia - samples tested	2021-02-18	44191	261
Gambia - samples tested	2021-02-19	NA	NA
Gambia - samples tested	2021-02-20	NA	NA
Gambia - samples tested	2021-02-21	45492	1301
Gambia - samples tested	2021-02-22	45857	365
Gambia - samples tested	2021-02-23	46224	367
Gambia - samples tested	2021-02-24	46598	374
Gambia - samples tested	2021-02-25	NA	NA
Gambia - samples tested	2021-02-26	47494	896
Gambia - samples tested	2021-02-27	NA	NA
Gambia - samples tested	2021-02-28	48223	729
Gambia - samples tested	2021-03-01	NA	NA
Gambia - samples tested	2021-03-02	48594	371
Gambia - samples tested	2021-03-03	NA	NA
Gambia - samples tested	2021-03-04	NA	NA
Gambia - samples tested	2021-03-05	NA	NA
Gambia - samples tested	2021-03-06	49665	1071
Gambia - samples tested	2021-03-07	NA	NA
Gambia - samples tested	2021-03-08	50242	577
Gambia - samples tested	2021-03-09	NA	NA
Gambia - samples tested	2021-03-10	50961	719
Gambia - samples tested	2021-03-11	51311	350
Gambia - samples tested	2021-03-12	51621	310
Gambia - samples tested	2021-03-13	NA	NA
Gambia - samples tested	2021-03-14	NA	NA
Gambia - samples tested	2021-03-15	52362	741
Gambia - samples tested	2021-03-16	52624	262
Gambia - samples tested	2021-03-17	52879	255
Gambia - samples tested	2021-03-18	53253	374
Gambia - samples tested	2021-03-19	53668	415
Gambia - samples tested	2021-03-20	54097	429
Gambia - samples tested	2021-03-21	54313	216
Gambia - samples tested	2021-03-22	54471	158
Gambia - samples tested	2021-03-23	54717	246
Gambia - samples tested	2021-03-24	55018	301
Gambia - samples tested	2021-03-25	55434	416
Gambia - samples tested	2021-03-26	55896	462
Gambia - samples tested	2021-03-27	56384	488
Gambia - samples tested	2021-03-28	NA	NA
Gambia - samples tested	2021-03-29	56745	361
Gambia - samples tested	2021-03-30	NA	NA
Gambia - samples tested	2021-03-31	57350	605
Gambia - samples tested	2021-04-01	57622	272
Gambia - samples tested	2021-04-02	58023	401
Gambia - samples tested	2021-04-03	58402	379
Gambia - samples tested	2021-04-04	58656	254
Gambia - samples tested	2021-04-05	58750	94
Gambia - samples tested	2021-04-06	58923	173
Gambia - samples tested	2021-04-07	59188	265
Gambia - samples tested	2021-04-08	59489	301
Gambia - samples tested	2021-04-09	59945	456
Gambia - samples tested	2021-04-10	60389	444
Gambia - samples tested	2021-04-11	60574	185
Gambia - samples tested	2021-04-12	60725	151
Gambia - samples tested	2021-04-13	60876	151
Gambia - samples tested	2021-04-14	61075	199
Gambia - samples tested	2021-04-15	61386	311
Gambia - samples tested	2021-04-16	61752	366
Gambia - samples tested	2021-04-17	62230	478
Gambia - samples tested	2021-04-18	62471	241
Gambia - samples tested	2021-04-19	62576	105
Gambia - samples tested	2021-04-20	62757	181
Gambia - samples tested	2021-04-21	62930	173
Gambia - samples tested	2021-04-22	NA	NA
Gambia - samples tested	2021-04-23	NA	NA
Gambia - samples tested	2021-04-24	NA	NA
Gambia - samples tested	2021-04-25	63977	1047
Gambia - samples tested	2021-04-26	64119	142
Gambia - samples tested	2021-04-27	64220	101
Gambia - samples tested	2021-04-28	64394	174
Gambia - samples tested	2021-04-29	64626	232
Gambia - samples tested	2021-04-30	NA	NA
Gambia - samples tested	2021-05-01	NA	NA
Gambia - samples tested	2021-05-02	65353	727
Georgia - tests performed	2021-04-02	3443000	NA
Georgia - tests performed	2021-04-03	NA	NA
Georgia - tests performed	2021-04-04	NA	NA
Georgia - tests performed	2021-04-05	NA	NA
Georgia - tests performed	2021-04-06	3522000	NA
Georgia - tests performed	2021-04-07	3550000	28000
Georgia - tests performed	2021-04-08	3584000	34000
Georgia - tests performed	2021-04-09	3620000	36000
Georgia - tests performed	2021-04-10	NA	NA
Georgia - tests performed	2021-04-11	NA	NA
Georgia - tests performed	2021-04-12	3685000	NA
Georgia - tests performed	2021-04-13	3722000	37000
Georgia - tests performed	2021-04-14	NA	NA
Georgia - tests performed	2021-04-15	3791000	NA
Georgia - tests performed	2021-04-16	3822000	31000
Georgia - tests performed	2021-04-17	NA	NA
Georgia - tests performed	2021-04-18	NA	NA
Georgia - tests performed	2021-04-19	3885000	NA
Georgia - tests performed	2021-04-20	NA	NA
Georgia - tests performed	2021-04-21	3946720	NA
Georgia - tests performed	2021-04-22	3974715	27995
Georgia - tests performed	2021-04-23	4003466	28751
Georgia - tests performed	2021-04-24	4035424	31958
Georgia - tests performed	2021-04-25	NA	NA
Georgia - tests performed	2021-04-26	4070000	NA
Georgia - tests performed	2021-04-27	NA	NA
Georgia - tests performed	2021-04-28	NA	NA
Georgia - tests performed	2021-04-29	4156000	NA
Georgia - tests performed	2021-04-30	NA	NA
Georgia - tests performed	2021-05-01	NA	NA
Georgia - tests performed	2021-05-02	NA	NA
Georgia - tests performed	2021-05-03	4225000	NA
Georgia - tests performed	2021-05-04	4235000	10000
Georgia - tests performed	2021-05-05	4263000	28000
Georgia - tests performed	2021-05-06	4291000	28000
Germany - tests performed	2020-03-15	128008	NA
Germany - tests performed	2020-03-16	NA	NA
Germany - tests performed	2020-03-17	NA	NA
Germany - tests performed	2020-03-18	NA	NA
Germany - tests performed	2020-03-19	NA	NA
Germany - tests performed	2020-03-20	NA	NA
Germany - tests performed	2020-03-21	NA	NA
Germany - tests performed	2020-03-22	502542	NA
Germany - tests performed	2020-03-23	NA	NA
Germany - tests performed	2020-03-24	NA	NA
Germany - tests performed	2020-03-25	NA	NA
Germany - tests performed	2020-03-26	NA	NA
Germany - tests performed	2020-03-27	NA	NA
Germany - tests performed	2020-03-28	NA	NA
Germany - tests performed	2020-03-29	880141	NA
Germany - tests performed	2020-03-30	NA	NA
Germany - tests performed	2020-03-31	NA	NA
Germany - tests performed	2020-04-01	NA	NA
Germany - tests performed	2020-04-02	NA	NA
Germany - tests performed	2020-04-03	NA	NA
Germany - tests performed	2020-04-04	NA	NA
Germany - tests performed	2020-04-05	1297787	NA
Germany - tests performed	2020-04-06	NA	NA
Germany - tests performed	2020-04-07	NA	NA
Germany - tests performed	2020-04-08	NA	NA
Germany - tests performed	2020-04-09	NA	NA
Germany - tests performed	2020-04-10	NA	NA
Germany - tests performed	2020-04-11	NA	NA
Germany - tests performed	2020-04-12	1684028	NA
Germany - tests performed	2020-04-13	NA	NA
